artist,style,url,status
Arthur Rackham,Art Nouveau,https://uploads5.wikiart.org/images/arthur-rackham/looking-very-undancey-indeed.jpg!Large.jpg,downloaded
Jules Perahim,Surrealism,https://uploads6.wikiart.org/images/jules-perahim/amorphous-figures-1975.jpg,downloaded
Franz Xaver Winterhalter,Romanticism,https://uploads8.wikiart.org/images/franz-xaver-winterhalter/the-first-of-may-1851.jpg!Large.jpg,downloaded
Joan Brown,Neo-Expressionism,https://uploads7.wikiart.org/images/joan-brown/girl-sitting-1962.jpg,downloaded
Fritz Winter,Art Informel,https://uploads1.wikiart.org/images/fritz-winter/komposition-in-rot-und-blau.jpg,downloaded
Benjamin West,Neoclassicism,https://uploads4.wikiart.org/images/benjamin-west/death-on-the-pale-horse-1796.jpg!Large.jpg,downloaded
Luc-Olivier Merson,Symbolism,https://uploads4.wikiart.org/images/luc-olivier-merson/projet-d-illustration-pour-macbeth-les-trois-socie-res-font-la-ronde.jpg!Large.jpg,downloaded
Aleksandra Ekster,Cubo-Futurism,https://uploads8.wikiart.org/images/aleksandra-ekster/interno-cubista-1912.jpg,downloaded
Henri Martin,Post-Impressionism,https://uploads7.wikiart.org/images/henri-martin/houses-in-the-village-1.jpg!Large.jpg,downloaded
Edward Burne-Jones,Romanticism,https://uploads7.wikiart.org/images/edward-burne-jones/study-for-the-garden-court.jpg!Large.jpg,downloaded
Currier and Ives,Romanticism,https://uploads4.wikiart.org/images/currier-and-ives/american-homestead-winter.jpg!Large.jpg,downloaded
Anna Ostroumova-Lebedeva,Art Nouveau,https://uploads0.wikiart.org/images/anna-ostroumova-lebedeva/french-embankment-1922.jpg!Large.jpg,downloaded
James Ensor,Expressionism,https://uploads6.wikiart.org/images/james-ensor/old-woman-with-masks-theatre-of-masks-1889.jpg,downloaded
Jose Maria Velasco,Realism,https://uploads0.wikiart.org/images/jose-maria-velasco/vista-de-la-f-rica-de-hilados-la-carolina-1887.jpg!Large.jpg,downloaded
Agnolo Bronzino,Mannerism,https://uploads7.wikiart.org/images/agnolo-bronzino/venus-cupid-and-envy.jpg!Large.jpg,downloaded
Giovanni Battista Tiepolo,Rococo,https://uploads5.wikiart.org/images/giovanni-battista-tiepolo/adoration-of-the-magi-1753.jpg!Large.jpg,downloaded
Edward Hicks,Naïve Art,https://uploads6.wikiart.org/images/edward-hicks/peaceable-kingdom-1847.jpg!Large.jpg,downloaded
Vasily Polenov,Realism,https://uploads5.wikiart.org/images/vasily-polenov/voria-1882.jpg!Large.jpg,downloaded
William Merritt Chase,Impressionism,https://uploads8.wikiart.org/images/william-merritt-chase/studio-interior.jpg!Large.jpg,downloaded
Louis Marcoussis,Cubism,https://uploads5.wikiart.org/images/louis-marcoussis/the-window-overlooking-the-eiffel-tower-1920.jpg!Large.jpg,downloaded
Joaquín Sorolla,Impressionism,https://uploads1.wikiart.org/images/joaquin-sorolla/sea-idyll-1908.jpg!Large.jpg,downloaded
John Singer Sargent,Realism,https://uploads2.wikiart.org/images/john-singer-sargent/la-carmencita-1890-1.jpg!Large.jpg,downloaded
Nicolas de Staël,Art Informel,https://uploads0.wikiart.org/images/nicolas-de-sta-l/ciel.jpg,downloaded
Thomas Gainsborough,Rococo,https://uploads5.wikiart.org/images/thomas-gainsborough/john-and-henry-trueman-villebois.jpg!Large.jpg,downloaded
Alex Colville,Contemporary Realism,https://uploads6.wikiart.org/images/alex-colville/new-moon-1980.jpg,downloaded
Georgia O'Keeffe,Precisionism,https://uploads8.wikiart.org/images/georgia-o-keeffe/summer-days.jpg!Large.jpg,downloaded
Julius Leblanc Stewart,Realism,https://uploads6.wikiart.org/images/julius-leblanc-stewart/the-visit(1).jpg!Large.jpg,downloaded
Peter Dreher,Contemporary Realism,https://uploads1.wikiart.org/images/peter-dreher/day-by-day-good-day-nr-14-night-1974.jpg,downloaded
Constantin Daniel Rosenthal,Romanticism,https://uploads3.wikiart.org/images/constantin-daniel-rosenthal/maria-rosetti.jpg!Large.jpg,downloaded
Camille Pissarro,Impressionism,https://uploads5.wikiart.org/images/camille-pissarro/the-poultry-market-at-pontoise-1882.jpg!Large.jpg,downloaded
Volodymyr Orlovsky,Realism,https://uploads6.wikiart.org/images/volodymyr-orlovsky/dnieper-river(1).jpg!Large.jpg,downloaded
Ștefan Luchian,Post-Impressionism,https://uploads5.wikiart.org/images/stefan-luchian/lakeshore-grove-1898.jpg,downloaded
Giotto,Proto Renaissance,https://uploads5.wikiart.org/images/giotto/raising-of-the-boy-in-sessa.jpg!Large.jpg,downloaded
Kukryniksy,Socialist Realism,https://uploads2.wikiart.org/images/kukryniksy/untitled-24.jpg!Large.jpg,downloaded
Hans Memling,Northern Renaissance,https://uploads0.wikiart.org/images/hans-memling/angel-holding-an-olive-branch-1480.jpg!Large.jpg,downloaded
Ilya Mashkov,Fauvism,https://uploads5.wikiart.org/images/ilya-mashkov/still-life-with-camellias-1915.jpg!Large.jpg,downloaded
Luc Tuymans,New European Painting,https://uploads0.wikiart.org/images/luc-tuymans/a-flemish-intellectual-1995.jpg,downloaded
Alex Colville,Contemporary Realism,https://uploads8.wikiart.org/images/alex-colville/september-1979.jpg!Large.jpg,downloaded
Albrecht Dürer,Northern Renaissance,https://uploads5.wikiart.org/images/albrecht-durer/old-with-purse-1507.jpg!Large.jpg,downloaded
Toyohara Chikanobu,Ukiyo-e,https://uploads1.wikiart.org/images/toyohara-chikanobu/flower-arranging-and-tea-ceremony-1895.jpg!Large.jpg,downloaded
George Morland,Rococo,https://uploads6.wikiart.org/images/george-morland/the-artist-in-his-studio-and-his-man-gibbs-1802.jpg!Large.jpg,downloaded
John Singleton Copley,Neoclassicism,https://uploads4.wikiart.org/images/john-singleton-copley/mr-and-mrs-isaac-winslow-1773.jpg!Large.jpg,downloaded
Jose Gutierrez Solana,Expressionism,https://uploads2.wikiart.org/images/jose-gutierrez-solana/two-women.jpg!Large.jpg,downloaded
Remedios Varo,Surrealism,https://uploads4.wikiart.org/images/remedios-varo/garden-of-love-1951.jpg!Large.jpg,downloaded
Nicholas Roerich,Symbolism,https://uploads8.wikiart.org/images/nicholas-roerich/tibet-1937-1.jpg,downloaded
Benozzo Gozzoli,Early Renaissance,https://uploads2.wikiart.org/images/benozzo-gozzoli/saint-ursula-with-angels-and-donor-detail-2.jpg,downloaded
Peter Max,Pop Art,https://uploads0.wikiart.org/images/peter-max/buddha-moon-monk-sunrise-1999.jpg,downloaded
Henri Martin,Divisionism,https://uploads0.wikiart.org/images/henri-martin/garden-door-in-bower-1920.jpg!Large.jpg,downloaded
Eugene Leroy,Art Informel,https://uploads1.wikiart.org/images/eugene-leroy/snow-1953.jpg,downloaded
Roger Weik,Abstract Expressionism,https://uploads6.wikiart.org/images/roger-weik/number-121-2013.jpg!Large.jpg,downloaded
John Bratby,Expressionism,https://uploads0.wikiart.org/images/john-bratby/from-the-coach-house-window-curtained-with-a-45-star-flag-1966.jpg!Large.jpg,downloaded
Raphael,Expressionism,https://uploads3.wikiart.org/images/raphael/self-portrait-1.jpg!Large.jpg,downloaded
Greta Freist,Art Informel,https://uploads5.wikiart.org/images/greta-freist/untitled-1961.jpg,downloaded
John Atkinson Grimshaw,Romanticism,https://uploads1.wikiart.org/images/john-atkinson-grimshaw/a-wet-road-by-moonlight-wharfedale.jpg!Large.jpg,downloaded
William Hogarth,Baroque,https://uploads6.wikiart.org/images/william-hogarth/the-wedding-banquet.jpg!Large.jpg,downloaded
Giovanni Battista Tiepolo,Rococo,https://uploads6.wikiart.org/images/giovanni-battista-tiepolo/the-rape-of-europa.jpg!Large.jpg,downloaded
Cornelis Springer,Romanticism,https://uploads7.wikiart.org/images/cornelis-springer/weeshuis-in-kampen.jpg!Large.jpg,downloaded
Raphael,Expressionism,https://uploads3.wikiart.org/images/raphael/theological-virtues-1507.jpg!Large.jpg,downloaded
Theophile Steinlen,Art Nouveau,https://uploads7.wikiart.org/images/theophile-steinlen/la-pecheuse-1892-2.jpg,downloaded
Giovanni Fattori,Impressionism,https://uploads6.wikiart.org/images/giovanni-fattori/la-rotonda-di-palmieri-1866.jpg!Large.jpg,downloaded
Filippo Lippi,Early Renaissance,https://uploads3.wikiart.org/images/filippo-lippi/confirmation-of-the-carmelite-rule-1.jpg!Large.jpg,downloaded
Giuseppe De Nittis,Impressionism,https://uploads0.wikiart.org/images/giuseppe-de-nittis/the-nannys.jpg!Large.jpg,downloaded
Jules Chéret,Art Nouveau,https://uploads2.wikiart.org/images/jules-cheret/pan-a-journal-of-satire-1900.jpg,downloaded
Nicholas Roerich,Symbolism,https://uploads0.wikiart.org/images/nicholas-roerich/himalayas-59.jpg!Large.jpg,downloaded
Pietro da Cortona,Baroque,https://uploads3.wikiart.org/images/pietro-da-cortona/ceiling-fresco-in-the-hall-of-saturn-1665.jpg!Large.jpg,downloaded
Paul Gauguin,Impressionism,https://uploads2.wikiart.org/images/paul-gauguin/tomatoes-and-a-pewter-tankard-on-a-table-1883.jpg!Large.jpg,downloaded
Romul Nutiu,Tachisme,https://uploads2.wikiart.org/images/romul-nutiu/modular-composition-iii-1966.jpg!Large.jpg,downloaded
Luc Tuymans,New European Painting,https://uploads2.wikiart.org/images/luc-tuymans/epcot-2007.jpg!Large.jpg,downloaded
Theodor Severin Kittelsen,Neo-Romanticism,https://uploads2.wikiart.org/images/theodor-severin-kittelsen/soria-moria-slott-1911-1.jpg,downloaded
Anders Zorn,Impressionism,https://uploads4.wikiart.org/images/anders-zorn/sensitive-to-cold-1894.jpg,downloaded
Odilon Redon,Symbolism,https://uploads4.wikiart.org/images/odilon-redon/the-fisherwoman-1900.jpg!Large.jpg,downloaded
Polychronis Lembesis,Romanticism,https://uploads3.wikiart.org/images/polychronis-lembesis/girl-with-distaff-and-spindle.jpg!Large.jpg,downloaded
Sue Coe,Social Realism,https://uploads6.wikiart.org/images/sue-coe/flyer-feb-fragment.jpg!Large.jpg,downloaded
Gustave Caillebotte,Impressionism,https://uploads5.wikiart.org/images/gustave-caillebotte/loaded-haycart.jpg!Large.jpg,downloaded
Andrei Ryabushkin,Realism,https://uploads8.wikiart.org/images/andrei-ryabushkin/boyar-duma.jpg!Large.jpg,downloaded
Morton Schamberg,Precisionism,https://uploads8.wikiart.org/images/morton-shamberg/painting-iv-mechanical-abstraction-1916.jpg!Large.jpg,downloaded
Ivan Aivazovsky,Romanticism,https://uploads0.wikiart.org/images/ivan-aivazovsky/portrait-of-a-i-kaznacheev-1847.jpg!Large.jpg,downloaded
Keisai Eisen,Ukiyo-e,https://uploads7.wikiart.org/images/keisai-eisen/a-ferry-boat-on-the-sumida-river.jpg!Large.jpg,downloaded
Michel Simonidy,Art Nouveau,https://uploads2.wikiart.org/images/michel-simonidy/le-figaro-1900-2.jpg,downloaded
Ernst Ludwig Kirchner,Expressionism,https://uploads4.wikiart.org/images/ernst-ludwig-kirchner/red-cocotte.jpg!Large.jpg,downloaded
Henri Rousseau,Naïve Art,https://uploads6.wikiart.org/images/henri-rousseau/the-pink-candle-1910.jpg!Large.jpg,downloaded
Vasily Vereshchagin,Realism,https://uploads7.wikiart.org/images/vasily-vereshchagin/warrant-officer-hassan-beck-dzhagranov-1864.jpg!Large.jpg,downloaded
Luis Sacilotto,Concretism,https://uploads4.wikiart.org/images/luis-sacilotto/estrutura-o-com-elementos-iguais-1953.jpg,downloaded
Zdzislaw Beksinski,Surrealism,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-497.jpg!Large.jpg,downloaded
Henri Martin,Pointillism,https://uploads3.wikiart.org/images/henri-martin/labastide-du-vert-3.jpg!Large.jpg,downloaded
Lucian Grigorescu,Impressionism,https://uploads6.wikiart.org/images/lucian-grigorescu/dealuri-la-balcic.jpg!Large.jpg,downloaded
Paul Cézanne,Post-Impressionism,https://uploads8.wikiart.org/images/paul-cezanne/fruit-bowl-pitcher-and-fruit-1894.jpg!Large.jpg,downloaded
George Romney,Rococo,https://uploads1.wikiart.org/images/george-romney/thomas-elwine-of-coventry.jpg!Large.jpg,downloaded
Pedro Coronel,Abstract Expressionism,https://uploads5.wikiart.org/images/pedro-coronel/deshabitados-101-1961.jpg,downloaded
Martin Disler,Neo-Expressionism,https://uploads0.wikiart.org/images/martin-disler/untitled-1983-1.jpg!Large.jpg,downloaded
William H. Johnson,Naïve Art,https://uploads5.wikiart.org/images/william-h-johnson/maternal-1944(1).jpg!Large.jpg,downloaded
Cuno Amiet,Post-Impressionism,https://uploads1.wikiart.org/images/cuno-amiet/selbstbildnis-im-atelier-1920.jpg,downloaded
Jacopo Bassano,Mannerism,https://uploads7.wikiart.org/images/jacopo-bassano/the-adoration-of-the-kings-1544.jpg,downloaded
M.C. Escher,Op Art,https://uploads2.wikiart.org/images/m-c-escher/butterflies.jpg!Large.jpg,downloaded
Vincent van Gogh,Realism,https://uploads2.wikiart.org/images/vincent-van-gogh/farmhouses-in-loosduinen-near-the-hague-at-twilight-1883(1).jpg!Large.jpg,downloaded
Vincent van Gogh,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-under-a-stormy-sky-1888.jpg!Large.jpg,downloaded
Aristarkh Lentulov,Cubo-Futurism,https://uploads8.wikiart.org/images/aristarkh-lentulov/churches-new-jerusalem-1917.jpg!Large.jpg,downloaded
André Lanskoy,Tachisme,https://uploads0.wikiart.org/images/andre-lanskoy/untitled-1972-1.jpg!Large.jpg,downloaded
Juan Gris,Synthetic Cubism,https://uploads1.wikiart.org/images/juan-gris/still-life-with-bottle-and-cigars-1912.jpg!Large.jpg,downloaded
Jacob Jordaens,Baroque,https://uploads5.wikiart.org/images/jacob-jordaens/rape-of-europa-1615.jpg!Large.jpg,downloaded
Boris Kustodiev,Realism,https://uploads8.wikiart.org/images/boris-kustodiev/the-hut-kostroma-province-1917.jpg!Large.jpg,downloaded
Philip Guston,Neo-Expressionism,https://uploads3.wikiart.org/images/philip-guston/painter-in-bed-1973.jpg,downloaded
Gabriël Metsu,Baroque,https://uploads3.wikiart.org/images/gabriel-metsu/the-cittern-player.jpg!Large.jpg,downloaded
Eugène Delacroix,Romanticism,https://uploads3.wikiart.org/images/eugene-delacroix/dante-and-virgil-in-the-underworld-1822(1).jpg!Large.jpg,downloaded
Thomas Sully,Romanticism,https://uploads2.wikiart.org/images/thomas-sully/william-brown-1833.jpg!Large.jpg,downloaded
Édouard Manet,Impressionism,https://uploads0.wikiart.org/images/edouard-manet/the-road-menders-rue-de-berne-1878.jpg,downloaded
Ivan Aivazovsky,Romanticism,https://uploads2.wikiart.org/images/ivan-aivazovsky/the-harbor-at-odessa-on-the-black-sea-1852.jpg!Large.jpg,downloaded
Hans Hofmann,Abstract Expressionism,https://uploads8.wikiart.org/images/hans-hofmann/abstraction-in-white-1954.jpg,downloaded
Francesco Guardi,Baroque,https://uploads1.wikiart.org/images/francesco-guardi/the-doge-on-the-bucintoro-near-the-riva-di-sant-elena-1770.jpg!Large.jpg,downloaded
Tsuguharu Foujita,Magic Realism,https://uploads8.wikiart.org/images/tsuguharu-foujita/reclining-nude-1922.jpg!Large.jpg,downloaded
Félix Vallotton,Realism,https://uploads4.wikiart.org/images/felix-vallotton/still-life-with-roses-1920.jpg!Large.jpg,downloaded
Myron Stout,Hard Edge Painting,https://uploads4.wikiart.org/images/myron-stout/untitled-1948.jpg,downloaded
Henri Fantin-Latour,Realism,https://uploads1.wikiart.org/images/henri-fantin-latour/still-life-glass-silver-goblet-and-cup-of-champagn-1871.jpg!Large.jpg,downloaded
Lawrence Alma-Tadema,Romanticism,https://uploads7.wikiart.org/images/alma-tadema-lawrence/pompeian-scene-or-the-siesta-1868.jpg!Large.jpg,downloaded
Robert Henri,American Realism,https://uploads1.wikiart.org/images/robert-henri/tommy-thomas-cafferty-1924.jpg!Large.jpg,downloaded
Ilya Repin,Realism,https://uploads5.wikiart.org/images/ilya-repin/portrait-of-the-artist-a-p-bogolubov-1882.jpg!Large.jpg,downloaded
Mikhail Vrubel,Symbolism,https://uploads3.wikiart.org/images/mikhail-vrubel/muse-1890.jpg,downloaded
Frans Snyders,Baroque,https://uploads3.wikiart.org/images/frans-snyders/concert-of-birds-2.jpg!Large.jpg,downloaded
Friedel Dzubas,Abstract Expressionism,https://uploads7.wikiart.org/images/friedel-dzubas/polaris-1959.jpg!Large.jpg,downloaded
Jean-Antoine Watteau,Rococo,https://uploads0.wikiart.org/images/antoine-watteau/diana-at-her-bath-1716.jpg!Large.jpg,downloaded
Nikolai Yaroshenko,Realism,https://uploads5.wikiart.org/images/mykola-yaroshenko/the-student-1881.jpg!Large.jpg,downloaded
Hiroshige,Ukiyo-e,https://uploads4.wikiart.org/images/hiroshige/descending-geese-katata.jpg!Large.jpg,downloaded
Théodore Géricault,Romanticism,https://uploads6.wikiart.org/images/theodore-gericault/wagons-filled-with-wounded-soldiers.jpg,downloaded
Édouard Vuillard,Intimism,https://uploads3.wikiart.org/images/edouard-vuillard/the-dining-room.jpg!Large.jpg,downloaded
Ferdinand Hodler,Impressionism,https://uploads4.wikiart.org/images/ferdinand-hodler/samoëns.jpg!Large.jpg,downloaded
Konstantin Yuon,Realism,https://uploads6.wikiart.org/images/konstantin-yuon/the-end-of-winter-noon-ligachevo-1929.jpg!Large.jpg,downloaded
M.C. Escher,Cubism,https://uploads4.wikiart.org/images/m-c-escher/seated-female-nude-iii.jpg!Large.jpg,downloaded
Josef Sima,Abstract Art,https://uploads8.wikiart.org/images/josef-ma/m-tamorphose-iv-1966.jpg,downloaded
Thomas Downing,Hard Edge Painting,https://uploads8.wikiart.org/images/thomas-downing/untitled-1970.jpg!Large.jpg,downloaded
Raphael Kirchner,Art Nouveau,https://uploads0.wikiart.org/images/raphael-kirchner/all-healing-6.jpg,downloaded
Bradley Walker Tomlin,Abstract Expressionism,https://uploads6.wikiart.org/images/bradley-walker-tomlin/number-2-1950.jpg!Large.jpg,downloaded
Miriam Schapiro,Cubism,https://uploads5.wikiart.org/images/miriam-schapiro/stepanova-and-me-after-gulliver-1993.jpg!Large.jpg,downloaded
Gustave Caillebotte,Impressionism,https://uploads0.wikiart.org/images/gustave-caillebotte/portrait-of-jules-richemont.jpg!Large.jpg,downloaded
Yiannis Tsaroychis,Expressionism,https://uploads5.wikiart.org/images/yiannis-tsaroychis/winged-spirit-buttoning-his-underpants-1966.jpg,downloaded
Vladimir Lukich Borovikovsky,Neoclassicism,https://uploads8.wikiart.org/images/vladimir-borovikovsky/portrait-of-count-razumovsky-1800.jpg!Large.jpg,downloaded
Pyotr Konchalovsky,Realism,https://uploads2.wikiart.org/images/pyotr-konchalovsky/a-bridge-the-vorya-river-abramtsevo-1920.jpg,downloaded
Emily Carr,Art Nouveau,https://uploads0.wikiart.org/images/emily-carr/cedar-1942.jpg,downloaded
Diego Velázquez,Baroque,https://uploads4.wikiart.org/images/diego-velazquez/saint-thomas-1620.jpg!Large.jpg,downloaded
Aleksey Savrasov,Realism,https://uploads1.wikiart.org/images/aleksey-savrasov/moonlit-night-on-the-river-1885.jpg!Large.jpg,downloaded
Camille Pissarro,Realism,https://uploads7.wikiart.org/images/camille-pissarro/pere-gallien-s-house-at-pontoise-1866.jpg!Large.jpg,downloaded
Albrecht Dürer,Northern Renaissance,https://uploads5.wikiart.org/images/albrecht-durer/portrait-of-a-young-f-rleger-with-her-hair-done-up-1497.jpg!Large.jpg,downloaded
George Romney,Rococo,https://uploads4.wikiart.org/images/george-romney/william-frederick-1776-1834-2nd-duke-of-gloucester-1791.jpg!Large.jpg,downloaded
Kuzma Petrov-Vodkin,Symbolism,https://uploads2.wikiart.org/images/kuzma-petrov-vodkin/glass-and-lemon-1922.jpg!Large.jpg,downloaded
David Cox,Romanticism,https://uploads0.wikiart.org/images/david-cox/the-long-gallery-hardwick-hall-derbyshire-1840.jpg!Large.jpg,downloaded
Robert Henri,American Realism,https://uploads1.wikiart.org/images/robert-henri/girl-in-rose-and-gray-miss-carmel-white-1911.jpg!Large.jpg,downloaded
Samuel Peploe,Post-Impressionism,https://uploads4.wikiart.org/images/samuel-peploe/flowers-in-a-green-vase-1923.jpg!Large.jpg,downloaded
William Leighton Leitch,Romanticism,https://uploads5.wikiart.org/images/william-leighton-leitch/northumberland-norham-castle.jpg!Large.jpg,downloaded
Anita Malfatti,Post-Impressionism,https://uploads8.wikiart.org/images/anita-malfatti/a-estudante-russa-1915.jpg!Large.jpg,downloaded
Arnold Böcklin,Symbolism,https://uploads1.wikiart.org/images/arnold-b-cklin/diana-sleeping-with-two-fauns-1877.jpg,downloaded
Joan Mitchell,Abstract Expressionism,https://uploads3.wikiart.org/images/joan-mitchell/le-chemin-des-ecoliers-1960.jpg!Large.jpg,downloaded
Maxfield Parrish,Romanticism,https://uploads6.wikiart.org/images/maxfield-parrish/daniels-farm-summer.jpg,downloaded
Georg Baselitz,Neo-Expressionism,https://uploads8.wikiart.org/images/georg-baselitz/dog-split-1968.jpg,downloaded
Vladimir Dimitrov,Post-Impressionism,https://uploads5.wikiart.org/images/vladimir-dimitrov/unknown-title-13.jpg!Large.jpg,downloaded
Ellsworth Kelly,Hard Edge Painting,https://uploads5.wikiart.org/images/ellsworth-kelly/colored-paper-image-v-blue-curves-from-colored-paper-images-1976.jpg,downloaded
Jules Joseph Lefebvre,Academic Art,https://uploads7.wikiart.org/images/jules-joseph-lefebvre/odalisque-1874.jpg!Large.jpg,downloaded
Sue Coe,Social Realism,https://uploads4.wikiart.org/images/sue-coe/hot-lamb.jpg,downloaded
Jacek Malczewski,Art Nouveau,https://uploads4.wikiart.org/images/jacek-malczewski/portrait-of-w-adys-aw-ele-ski-1908.jpg!Large.jpg,downloaded
Henri Martin,Divisionism,https://uploads2.wikiart.org/images/henri-martin/grand-canal-venice.jpg!Large.jpg,downloaded
Vincent van Gogh,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/wheat-fields-with-auvers-in-the-background-1890.jpg!Large.jpg,downloaded
Eric Fischl,Contemporary Realism,https://uploads5.wikiart.org/images/eric-fischl/self-portrait.jpg!Large.jpg,downloaded
Marcelle Cahn,Abstract Art,https://uploads1.wikiart.org/images/marcelle-cahn/composition-abstraite-1926.jpg,downloaded
Mario Comensoli,Expressionism,https://uploads4.wikiart.org/images/mario-comensoli/d-jeuner-dans-la-for-t-1990.jpg,downloaded
Robert Brackman,Realism,https://uploads2.wikiart.org/images/robert-brackman/a-plate-of-fruit.jpg,downloaded
Paul Cézanne,Cubism,https://uploads3.wikiart.org/images/paul-cezanne/mont-sainte-victoire-seen-from-les-lauves-1905.jpg!Large.jpg,downloaded
Mykola Pymonenko,Realism,https://uploads2.wikiart.org/images/mykola-pymonenko/a-girl.jpg,downloaded
Roberto Matta,Surrealism,https://uploads0.wikiart.org/images/roberto-matta/effare.jpg!Large.jpg,downloaded
Nathan Oliveira,Neo-Expressionism,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,downloaded
John Singleton Copley,Neoclassicism,https://uploads5.wikiart.org/images/john-singleton-copley/mrs-jerathmael-bowers.jpg!Large.jpg,downloaded
Andy Warhol,Pop Art,https://uploads8.wikiart.org/images/andy-warhol/elvis-presley(1).jpg!Large.jpg,downloaded
Kazimir Malevich,Suprematism,https://uploads4.wikiart.org/images/kazimir-malevich/suprematism-with-blue-triangle-and-black-square-1915.jpg!Large.jpg,downloaded
Frederick Morgan,,https://uploads6.wikiart.org/images/frederick-morgan/his-first-birthday.jpg!Large.jpg,downloaded
Rembrandt van Rijn,Baroque,https://uploads2.wikiart.org/images/rembrandt/the-stoning-of-st-stephen-1625.jpg!Large.jpg,downloaded
John French Sloan,New Realism,https://uploads2.wikiart.org/images/john-french-sloan/wonson-s-rocks-and-ten-pound-island-1915.jpg!Large.jpg,downloaded
Károly Ferenczy,Impressionism,https://uploads2.wikiart.org/images/karoly-ferenczy/portrait-of-p-l-szinyei-merse-1910.jpg,downloaded
Camille Bombois,Naïve Art,https://uploads0.wikiart.org/images/camille-bombois/river-running-through-the-forest.jpg,downloaded
Édouard Manet,Impressionism,https://uploads2.wikiart.org/images/edouard-manet/spring-study-of-jeanne-demarsy-1882.jpg!Large.jpg,downloaded
Leon Dabo,Impressionism,https://uploads4.wikiart.org/images/leon-dabo/on-the-hillside.jpg,downloaded
Francois Arnal,Lyrical Abstraction,https://uploads8.wikiart.org/images/francois-arnal/du-d-go-t-ressenti-2005.jpg,downloaded
Sandor Bortnyik,Expressionism,https://uploads6.wikiart.org/images/sandor-bortnyik/portrait-of-lajos-kass-k-1920.jpg,downloaded
Caspar David Friedrich,Romanticism,https://uploads7.wikiart.org/images/caspar-david-friedrich/wolves-in-the-forrest-in-front-of-a-cave.jpg!Large.jpg,downloaded
Ivan Aivazovsky,Romanticism,https://uploads2.wikiart.org/images/ivan-aivazovsky/byron-in-venice.jpg!Large.jpg,downloaded
Franz von Stuck,Symbolism,https://uploads3.wikiart.org/images/franz-stuck/medusa-1892.jpg!Large.jpg,downloaded
Thomas Lawrence,Romanticism,https://uploads3.wikiart.org/images/thomas-lawrence/george-henry-fitzroy-1831.jpg!Large.jpg,downloaded
Eyvind Earle,Magic Realism,https://uploads2.wikiart.org/images/eyvind-earle/seaside-wilderness.jpg!Large.jpg,downloaded
Paul Gauguin,Post-Impressionism,https://uploads1.wikiart.org/images/paul-gauguin/grape-harvest-at-arles-1888.jpg,downloaded
John Hoyland,Color Field,https://uploads6.wikiart.org/images/john-hoyland/red-blue-1969.jpg!Large.jpg,downloaded
Lajos Gulácsy,Symbolism,https://uploads7.wikiart.org/images/gulacsy-lajos/the-madman-and-the-soldier-1911.jpg!Large.jpg,downloaded
Rembrandt van Rijn,Baroque,https://uploads0.wikiart.org/images/rembrandt/portrait-of-margheride-geer-wife-of-jacob-trip.jpg!Large.jpg,downloaded
Andrea Mantegna,Expressionism,https://uploads2.wikiart.org/images/andrea-mantegna/the-infant-redeemer-1495.jpg!Large.jpg,downloaded
Lynd Ward,Expressionism,https://uploads0.wikiart.org/images/lynd-ward/not-detected-272472.jpg!Large.jpg,downloaded
Lorenzo Lotto,Expressionism,https://uploads3.wikiart.org/images/lorenzo-lotto/altar-of-recanati-polyptych-main-board-madonna-enthroned-with-the-christ-child-three-angels-st-1508.jpg!Large.jpg,downloaded
Theophile Steinlen,Art Nouveau,https://uploads4.wikiart.org/images/theophile-steinlen/motocycles-comiot-1899-2.jpg,downloaded
Gene Davis,Color Field,https://uploads0.wikiart.org/images/gene-davis/prince-albert-1978.jpg!Large.jpg,downloaded
Vanessa Bell,Cloisonnism,https://uploads3.wikiart.org/images/vanessa-bell/virginia-woolf-1912.jpg!Large.jpg,downloaded
Roger Weik,Abstract Expressionism,https://uploads6.wikiart.org/images/roger-weik/number-118-2012.jpg!Large.jpg,downloaded
Konstantinos Volanakis,Impressionism,https://uploads2.wikiart.org/images/konstantinos-volanakis/boat-at-moonlight.jpg!Large.jpg,downloaded
Pierre-Auguste Renoir,Impressionism,https://uploads6.wikiart.org/images/pierre-auguste-renoir/portrait-of-pierre-renoir-in-a-sailor-suit-1890-1.jpg!Large.jpg,downloaded
William Merritt Chase,Impressionism,https://uploads7.wikiart.org/images/william-merritt-chase/the-outskirts-of-madrid.jpg!Large.jpg,downloaded
Gilbert Stuart,Rococo,https://uploads0.wikiart.org/images/gilbert-stuart/the-skater-portrait-of-william-grant-1782.jpg!Large.jpg,downloaded
Viktor Vasnetsov,Realism,https://uploads0.wikiart.org/images/viktor-vasnetsov/portrait-of-tatyana-vasnetsova-the-artist-s-daughter-1897.jpg!Large.jpg,downloaded
Théo van Rysselberghe,Pointillism,https://uploads5.wikiart.org/images/theo-van-rysselberghe/the-schelde-upstream-from-antwerp-after-fog-1892.jpg!Large.jpg,downloaded
